codice,nome,nome_en,pattern,gruppo_target,attrezzo,luogo,muscoli,livello,uso,zone_rischio,adattamento,alternativa,setup,esecuzione,errori,nota_sicurezza,surrogato_attrezzo,nota_surrogato,esecuzione_surrogato,errori_surrogato,gif_slug
EX291,Stacco rumeno una gamba manubri,Single-leg dumbbell romanian deadlift,dominante anca,ischiocrurali,manubri,casa;libero;palestra,ischiocrurali;glutei;core,intermedio,principale,lombare;equilibrio,Un manubrio per mano; una gamba per volta; gamba libera indietro,EX290,"In piedi su una gamba, un manubrio per mano davanti, gamba libera pronta a estendersi indietro",Spingi il bacino indietro facendo scendere i manubri e la gamba libera indietro;Scendi finche senti tirare il femorale;Risali controllato;Ripeti poi cambia gamba,Schiena arrotondata;Bacino che ruota;Perdita di equilibrio,Bacino orizzontale; schiena neutra; manubri vicini alla gamba,elastico,"Elastico calpestato con il piede d'appoggio, un capo in mano, gamba libera pronta a estendersi indietro","In piedi su una gamba sull'elastico, schiena neutra e core attivo;Fletti dall'anca portando la gamba libera indietro come contrappeso;Scendi mantenendo il bacino chiuso e le spalle parallele al pavimento;Risali contraendo gluteo e ischiocrurali",Bacino che ruota verso l'esterno;Curvare la schiena;Perdere l'equilibrio per fretta;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,stacco-rumeno-una-gamba-manubri
EX292,Step-up bilanciere,Barbell step-up,dominante ginocchia,quadricipiti,bilanciere,palestra,quadricipiti;glutei;ischiocrurali,intermedio,principale,ginocchia;equilibrio,Bilanciere sui trapezi; sali alternando le gambe su un rialzo,EX293,"Bilanciere sui trapezi, di fronte a una panca o rialzo stabile, un piede pronto a salire",Sali sul rialzo spingendo con la gamba d'appoggio fino a estensione completa;Scendi controllato con l'altra gamba;Alterna le gambe a ogni ripetizione,Spinta con la gamba a terra invece che con quella sul rialzo;Ginocchio che cede;Slancio del busto,Spingi dalla gamba sul rialzo; ginocchio allineato al piede,elastico,"Step-up con bilanciere reso con elastico calpestato dal piede a terra, salita su rialzo.","Elastico sotto il piede a terra con maniglie alle spalle, davanti a un rialzo stabile;Sali spingendo con la gamba sul rialzo, senza slancio dell'altra;Estendi anca e ginocchio in cima, busto eretto;Scendi controllato con la stessa gamba, completa il lato",Spinta di slancio dalla gamba a terra;Busto che crolla avanti;Rialzo troppo alto per il ginocchio;Discesa non controllata,step-up-bilanciere
EX293,Step-up cavo basso,Cable low-pulley step-up,dominante ginocchia,quadricipiti,cavo,palestra,quadricipiti;glutei;ischiocrurali,intermedio,principale,ginocchia;equilibrio,Cintura o maniglia al cavo basso; una gamba per volta su rialzo,EX292,"Cavo basso agganciato a cintura, di fronte a un rialzo stabile, una gamba pronta a salire",Sali sul rialzo spingendo con la gamba d'appoggio contro la resistenza del cavo;Scendi controllato;Ripeti tutte le ripetizioni poi cambia gamba,Spinta con la gamba a terra;Ginocchio che cede;Slancio,Spingi dalla gamba sul rialzo; ginocchio allineato al piede,elastico,"Step-up al cavo basso reso con elastico calpestato dal piede a terra e maniglie alle spalle, salita su rialzo.","Elastico sotto il piede a terra, maniglie alle spalle, davanti a un rialzo stabile;Sali spingendo con la gamba sul rialzo senza slancio;Estendi anca e ginocchio in cima, busto eretto;Scendi lento con la stessa gamba, completa il lato",Slancio della gamba a terra;Busto in avanti;Altezza eccessiva del rialzo;Discesa di scatto,step-up-cavo-basso
EX294,Curl bilanciere EZ panca Scott seduto,Barbell Preacher Curl,isolamento,bicipiti,bilanciere;panca,palestra,bicipiti;brachiale,intermedio,principale,gomito;polso,Non estendere del tutto in fondo; impugna sulle pieghe della barra EZ,EX014,"Seduto alla panca Scott, parte alta delle braccia sul leggio, bilanciere EZ impugnato sulle pieghe a presa semi-supina","Fletti entrambi i gomiti portando la barra verso le spalle;Eccentrica controllata 2-3 sec senza distendere del tutto;Espira nello sforzo, inspira nel ritorno",Staccare le braccia dal leggio;Estensione brusca in fondo;Slancio,Braccia aderenti al leggio; evita l'iperestensione del gomito a fine discesa,,,,,curl-bilanciere-ez-panca-scott-seduto
EX295,Curl bilanciere EZ panca Scott in piedi,Standing EZ-Bar Preacher Curl,isolamento,bicipiti,bilanciere;panca,palestra,bicipiti;brachiale,intermedio,principale,gomito;polso,Non estendere del tutto in fondo; impugna sulle pieghe della barra EZ,EX294,"In piedi dietro la panca Scott, parte alta delle braccia sul leggio dal lato in piedi, bilanciere EZ a presa semi-supina","Fletti entrambi i gomiti portando la barra verso le spalle;Eccentrica controllata 2-3 sec senza distendere del tutto;Espira nello sforzo, inspira nel ritorno",Staccare le braccia dal leggio;Estensione brusca in fondo;Slancio del busto,Braccia aderenti al leggio; evita l'iperestensione del gomito a fine discesa,,,,,curl-bilanciere-ez-panca-scott-in-piedi
EX296,Curl bilanciere EZ presa inversa,EZ-Bar Reverse Curl,isolamento,avambracci,bilanciere,palestra;casa,brachioradiale;avambracci;bicipiti,principiante,principale;finisher,polso;gomito,Carico più basso del curl classico; se fastidio al polso impugna sulle pieghe della barra EZ,EX271,"In piedi, bilanciere EZ a presa prona (dorso delle mani in alto), braccia distese, busto eretto","Fletti entrambi i gomiti portando la barra verso le spalle mantenendo la presa prona;Eccentrica controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Slancio del busto;Estendere i polsi;Range incompleto,Polsi neutri e fermi; la presa inversa sposta il lavoro su brachioradiale e avambraccio,,,,,curl-bilanciere-ez-presa-inversa
EX297,Curl bilanciere EZ presa larga,Wide-Grip EZ-Bar Curl,isolamento,bicipiti,bilanciere,palestra;casa,bicipiti;brachiale,principiante,principale,gomito;polso,Impugna sulle pieghe esterne della barra EZ; busto fermo,EX271,"In piedi, bilanciere EZ impugnato sulle pieghe esterne (presa larga semi-supina), braccia distese","Fletti entrambi i gomiti portando la barra verso le spalle;Eccentrica controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Slancio del busto;Gomiti che avanzano;Range incompleto,Gomiti fermi lungo i fianchi; presa larga enfatizza il capo corto,,,,,curl-bilanciere-ez-presa-larga
EX298,Curl bilanciere EZ presa stretta,EZ-Bar Curl,isolamento,bicipiti,bilanciere,palestra;casa,bicipiti;brachiale,principiante,principale,gomito;polso,Impugna sulle pieghe interne della barra EZ; busto fermo,EX271,"In piedi, bilanciere EZ impugnato sulle pieghe interne (presa stretta semi-supina), braccia distese","Fletti entrambi i gomiti portando la barra verso le spalle;Eccentrica controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Slancio del busto;Gomiti che avanzano;Range incompleto,Gomiti fermi lungo i fianchi; presa stretta enfatizza il capo lungo,,,,,curl-bilanciere-ez-presa-stretta
EX299,Curl bilanciere EZ seduto,Seated EZ-Bar Curl,isolamento,bicipiti,bilanciere;panca,palestra,bicipiti;brachiale,principiante,principale,gomito;polso,Impugna sulle pieghe della barra EZ; schiena eretta,EX271,"Seduto sul bordo di una panca piana, bilanciere EZ a presa semi-supina, braccia distese ai lati","Fletti entrambi i gomiti portando la barra verso le spalle;Eccentrica controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Slancio del busto;Gomiti che avanzano;Range incompleto,Da seduto è più difficile barare col busto: sfrutta lo stretto controllo,,,,,curl-bilanciere-ez-seduto
EX300,Curl croce cavi alti,High Cable Crucifix Curl,isolamento,bicipiti,cavo,palestra,bicipiti;brachiale,intermedio,principale;finisher,spalla;gomito,Regola i cavi all'altezza delle spalle; riduci carico se fastidio alla spalla,EX303,"In piedi al centro del cross-over, un'impugnatura per mano dai cavi alti, braccia aperte a croce all'altezza delle spalle, presa supina","Fletti entrambi i gomiti portando le mani verso le tempie;Gomiti alti e fermi, braccia parallele al pavimento;Eccentrica controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Abbassare i gomiti;Avanzare col busto;Range incompleto,"Gomiti sempre all'altezza delle spalle: è un curl di picco, carichi bassi",elastico,"Elastico ancorato in alto ai due lati al posto dei cavi alti, braccia aperte a croce","In piedi al centro, elastico ancorato in alto ai due lati, una maniglia per mano, braccia aperte all'altezza delle spalle, presa supina;Fletti entrambi i gomiti portando le mani verso le tempie;Gomiti alti e fermi, braccia parallele al pavimento;Eccentrica controllata 2-3 sec",Abbassare i gomiti;Avanzare col busto;Range incompleto,curl-croce-cavi-alti
EX301,Curl croci cavi bassi panca inclinata,Incline Bench Supine Cable Curl,isolamento,bicipiti,cavo;panca,palestra,bicipiti;brachiale,intermedio,principale;finisher,spalla;gomito,Riduci carico se fastidio alla spalla in allungo; braccia lungo il corpo,EX302,"Sdraiato supino su panca inclinata tra due cavi bassi, un'impugnatura per mano, braccia distese verso il basso in massimo allungo, presa supina","Fletti entrambi i gomiti portando le mani verso le spalle;Gomiti fermi lungo il corpo;Eccentrica controllata 2-3 sec sfruttando l'allungo;Espira nello sforzo, inspira nel ritorno",Muovere i gomiti in avanti;Perdere l'allungo iniziale;Range incompleto,La panca inclinata dà massimo stiramento: controlla l'eccentrica,elastico+panca,"Elastico ancorato in basso ai lati della panca inclinata, stesso allungo iniziale","Supino su panca inclinata, elastico ancorato in basso ai due lati, una maniglia per mano, braccia distese in massimo allungo, presa supina;Fletti entrambi i gomiti portando le mani verso le spalle;Gomiti fermi lungo il corpo;Eccentrica controllata 2-3 sec sfruttando l'allungo",Muovere i gomiti in avanti;Perdere l'allungo iniziale;Range incompleto,curl-croci-cavi-bassi-panca-inclinata
EX302,Curl barra cavo panca piana,Bench Cable Straight-Bar Curl,isolamento,bicipiti,cavo;panca,palestra,bicipiti;brachiale,intermedio,principale;finisher,spalla;gomito,Regola la panca sotto al cavo alto; riduci carico se fastidio alla spalla,EX301,"Sdraiato supino su panca piana sotto un cavo alto, barra dritta agganciata, braccia distese sopra la testa, presa supina","Fletti entrambi i gomiti portando la barra verso la fronte;Gomiti alti e fermi;Eccentrica controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Abbassare i gomiti;Slancio;Range incompleto,Gomiti fissi: solo l'avambraccio si muove; carichi moderati,elastico+panca,"Elastico ancorato in alto dietro la panca, impugnato a due mani al posto della barra","Supino su panca piana, elastico ancorato in alto dietro la testa, una maniglia per mano vicine, braccia distese sopra la testa, presa supina;Fletti entrambi i gomiti portando le mani verso la fronte;Gomiti alti e fermi;Eccentrica controllata 2-3 sec",Abbassare i gomiti;Slancio;Range incompleto,curl-barra-cavo-panca-piana
EX303,Curl cavo barra EZ,High Cable EZ-Bar Curl,isolamento,bicipiti,cavo,palestra,bicipiti;brachiale,intermedio,principale;finisher,spalla;gomito,Regola il cavo in alto; gomiti all'altezza delle spalle,EX300,"In piedi davanti al cavo alto, barra EZ agganciata, braccia in alto verso la puleggia, presa semi-supina","Fletti entrambi i gomiti portando la barra verso il viso;Gomiti alti e fermi;Eccentrica controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Abbassare i gomiti;Avanzare col busto;Range incompleto,Gomiti all'altezza delle spalle per tutta la serie: curl di picco,elastico,"Elastico ancorato in alto al posto del cavo alto, presa semi-supina a due mani","In piedi davanti all'ancoraggio alto, una maniglia per mano, braccia in alto verso l'ancoraggio, presa semi-supina;Fletti entrambi i gomiti portando le mani verso il viso;Gomiti alti e fermi;Eccentrica controllata 2-3 sec",Abbassare i gomiti;Avanzare col busto;Range incompleto,curl-cavo-barra-ez
EX304,Curl cavo basso barra EZ,Cable EZ-Bar Curl,isolamento,bicipiti,cavo,palestra,bicipiti;brachiale,principiante,principale,gomito;polso,Regola il cavo in basso; busto fermo,EX271,"In piedi davanti al cavo basso, barra EZ agganciata, braccia distese in basso, presa semi-supina, busto eretto","Fletti entrambi i gomiti portando la barra verso le spalle;Gomiti fermi lungo i fianchi;Eccentrica controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Slancio del busto;Gomiti che avanzano;Range incompleto,Il cavo mantiene tensione costante: controlla la discesa,elastico,"Elastico sotto i piedi al posto del cavo basso, presa semi-supina a due mani","In piedi sull'elastico a larghezza spalle, una maniglia per mano, braccia distese in basso, presa semi-supina, busto eretto;Fletti entrambi i gomiti portando le mani verso le spalle;Gomiti fermi lungo i fianchi;Eccentrica controllata 2-3 sec",Slancio del busto;Gomiti che avanzano;Range incompleto,curl-cavo-basso-barra-ez
EX305,Curl squat cavo basso,Squatting Cable Curl,isolamento,bicipiti,cavo,palestra,bicipiti;brachiale,intermedio,finisher,gomito;ginocchia,Mantieni la posizione di squat comoda e stabile; riduci carico per non perdere l'assetto,EX304,"Accovacciato in posizione di squat davanti al cavo basso, gomiti appoggiati all'interno delle cosce, impugnatura a presa supina","Fletti i gomiti portando l'impugnatura verso le spalle;Gomiti fermi contro le cosce (effetto concentration);Eccentrica controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Alzarsi dallo squat;Staccare i gomiti dalle cosce;Range incompleto,"Cosce come leggio Scott: isolamento massimo, carichi bassi",elastico,"Elastico sotto i piedi, gomiti appoggiati all'interno delle cosce in posizione di squat","Accovacciato in squat, elastico sotto i piedi, gomiti appoggiati all'interno delle cosce, presa supina;Fletti i gomiti portando le maniglie verso le spalle;Gomiti fermi contro le cosce;Eccentrica controllata 2-3 sec",Alzarsi dallo squat;Staccare i gomiti dalle cosce;Range incompleto,curl-squat-cavo-basso
EX306,Curl cavo basso panca inclinata,Incline Bench Supine Cable Curl,isolamento,bicipiti,cavo;panca,palestra;casa,bicipiti;brachiale,intermedio,principale;finisher,spalla;gomito,Riduci carico se fastidio alla spalla in allungo,EX301,"Supino su panca inclinata davanti a un cavo basso, impugnatura a presa supina, braccia distese in basso in allungo","Fletti i gomiti portando l'impugnatura verso le spalle;Gomiti fermi lungo il corpo;Eccentrica 2-3 sec;Espira nello sforzo, inspira nel ritorno",Gomiti in avanti;Perdere l'allungo;Range incompleto,Massimo stiramento sulla panca inclinata: controlla l'eccentrica,elastico,Elastico a tubo ancorato in basso davanti alla panca inclinata,Stesso gesto: fletti i gomiti verso le spalle mantenendo la tensione dell'elastico,Ancoraggio troppo alto che annulla l'allungo,curl-cavo-basso-panca-inclinata
